iter	RMSE
224	0.2693712662
225	0.2692407596
226	0.2691349955
227	0.2690677909
228	0.2689006215
229	0.2686554299
230	0.2685499479
231	0.2684888882
232	0.2683957847
233	0.2682997995
234	0.268192878
235	0.2680284801
236	0.2678625576
237	0.2677715995
238	0.2676816928
239	0.2676038303
240	0.2674585026
241	0.2674014353
242	0.267336833
243	0.2672787239
244	0.2671728622
245	0.2670996829
246	0.2669275539
247	0.2668260439
248	0.2667899403
249	0.2667220401
250	0.2666287779
251	0.2665892424
252	0.2665369837
253	0.2664326553
254	0.266381927
255	0.2662602133
256	0.2661698975
257	0.2660484679
258	0.2659581627
259	0.2659038523
260	0.2658136703
261	0.2656628663
262	0.2655864997
263	0.2655025426
264	0.2654212043
265	0.2653681808
266	0.2653013454
267	0.2652328894
268	0.2651492416
269	0.2651112349
270	0.2649183149
271	0.2648711236
272	0.2648094895
273	0.2646917133
274	0.2645878525
275	0.2645000172
276	0.26444728
277	0.2643520913
278	0.2643003883
279	0.2641310443
280	0.2640774
281	0.2639549845
282	0.2638789344
283	0.2638158109
284	0.2637380721
285	0.2636310753
286	0.2635639826
287	0.2634798485
288	0.2633832503
289	0.2632720269
290	0.2631518001
291	0.2630933992
292	0.2630428731
293	0.2628981137
294	0.262789934
295	0.2626626861
296	0.2626058399
297	0.2625732416
298	0.2624907998
299	0.2624294113
300	0.2623359285
301	0.2622367614
302	0.2621528063
303	0.26213166
304	0.2620073519
305	0.2618290919
306	0.2618024758
307	0.2616670261
308	0.2616044025
309	0.2615351703
310	0.2614951774
311	0.2614237648
312	0.2613102138
313	0.2612017645
314	0.2611454463
315	0.2610697652
316	0.260989306
317	0.2609067627
318	0.2608347941
319	0.260763048
320	0.260639157
321	0.2605847467
322	0.2604849989
323	0.2604187651
324	0.2603511767
325	0.2603002511
326	0.2602108249
327	0.2601210604
328	0.260083022
329	0.2600154764
330	0.2599816522
331	0.2599005565
332	0.2597633968
333	0.2596601069
334	0.2596135134
335	0.2595527886
336	0.2595089068
337	0.2594280227
338	0.2593171918
339	0.2592572535
340	0.2591998766
341	0.2591189883
342	0.2590607137
343	0.259015158
344	0.2589639424
345	0.2588272905
346	0.2587969986
347	0.2587173722
348	0.2586303506
349	0.2585824223
350	0.2583467711
351	0.2583097834
352	0.2582573303
353	0.2581952239
354	0.2581200249
355	0.2580482273
356	0.2580155003
357	0.2579325813
358	0.2578128871
359	0.2577409903
360	0.2576735531
361	0.2576454021
362	0.2576170116
363	0.2575703507
364	0.2575553845
365	0.2575051276
366	0.2574648772
367	0.2573895276
368	0.2573483806
369	0.257287539
370	0.2572639816
371	0.2571842071
372	0.2571163844
373	0.2570502259
374	0.2570159948
375	0.2569857167
376	0.2569242338
377	0.2568915038
378	0.2568585899
379	0.2568301294
380	0.2567694801
381	0.2567273348
382	0.2566624716
383	0.2566257839
384	0.2565711945
385	0.2564921881
386	0.256421308
387	0.2563723878
388	0.2563083058
389	0.2561903249
390	0.2561531349
391	0.2560539384
392	0.2559851433
393	0.2558907387
394	0.2558676759
395	0.2558151311
396	0.255738836
397	0.2557091275
398	0.2555844579
399	0.2555293294
400	0.2554610869
401	0.2554131315
402	0.2553706159
403	0.2552723371
404	0.2551534422
405	0.2551261458
406	0.2550479028
407	0.2550123122
408	0.254972816
409	0.2548459073
410	0.2548083206
411	0.2547626727
412	0.2547320232
413	0.2547047758
414	0.2546399002
415	0.2545511657
416	0.2545054085
417	0.2544594668
418	0.254410297
419	0.2543670154
420	0.2543653501
421	0.2542677967
422	0.2542595492
423	0.2541941148
424	0.2541452705
425	0.2541002725
426	0.2540569793
427	0.2540375379
428	0.2539772759
429	0.2539514814
430	0.2539048439
431	0.2538697739
432	0.2538112543
433	0.2537597456
434	0.2537238887
435	0.253722235
436	0.2536821941
437	0.2536232111
438	0.2535966569
439	0.2535490582
440	0.2534968386
441	0.2534153797
442	0.2533509397
443	0.2532937601
444	0.2532427326
445	0.2532103518
446	0.2531703824
447	0.2531101718
448	0.2530574462
449	0.2530348544
450	0.2530211451
451	0.2529983396
452	0.2528687857
453	0.2528658281
454	0.252841564
455	0.2527912878
456	0.2527205494
457	0.2526719668
458	0.2526286347
459	0.252574211
460	0.2525350141
461	0.2525163743
462	0.2524688561
463	0.2524303513
464	0.2523671945
465	0.2523241598
466	0.2522392655
467	0.2521738961
468	0.2520888101
469	0.2520638805
470	0.2520297178
471	0.2519503159
472	0.2518867749
473	0.251869508
474	0.2518106727
475	0.2517582821
476	0.2517266007
477	0.2516729753
478	0.2516320353
479	0.2516110626
480	0.2515723258
481	0.2515294801
482	0.2515203286
483	0.2514913368
484	0.2514229282
485	0.2513994962
486	0.2513693223
487	0.2513425732
488	0.2512725246
489	0.2512495899
490	0.2512004635
491	0.2511074979
492	0.2510601276
493	0.2510457246
494	0.2510227915
495	0.2509999012
496	0.250960047
497	0.2508950608
498	0.2508628853
499	0.2508212899
500	0.2508007739
501	0.2507828468
502	0.2507172844
503	0.2506675516
504	0.2506489625
505	0.2506244093
506	0.2506164649
507	0.250499207
508	0.2504761398
509	0.2504178542
510	0.2503571147
511	0.2502808472
512	0.2502597243
513	0.2502152698
514	0.2502057277
515	0.2501735446
516	0.2501210789
517	0.2500899638
518	0.2500572843
519	0.2500528943
520	0.2500087909
521	0.2499957886
522	0.2499595217
523	0.2499247197
524	0.2499054803
525	0.2498706767
526	0.2498357902
527	0.2498105272
528	0.2498057048
529	0.2497481413
530	0.2497025164
531	0.2496626643
532	0.2496330086
533	0.2495887457
534	0.2495534784
535	0.2495225033
536	0.2494894666
537	0.2494693366
538	0.2494169337
539	0.2493441089
540	0.2493192663
541	0.2493107131
542	0.2492671236
543	0.2492127852
544	0.2491878996
545	0.2491480664
546	0.2491283712
547	0.2491141351
548	0.2490757523
549	0.2490375423
550	0.2489976918
551	0.2489527057
552	0.2489410225
553	0.248903061
554	0.2488686318
555	0.2488098788
556	0.2487569362
557	0.2487251143
558	0.2487190986
559	0.2486802574
560	0.2486546082
561	0.2486187754
562	0.2485762468
563	0.2485476431
564	0.2484631916
565	0.2483982522
566	0.2482875464
567	0.2482315747
568	0.2481755573
569	0.2481349148
570	0.248078317
571	0.2480129685
572	0.2479658153
573	0.2479364183
574	0.247908195
575	0.2478690374
576	0.2478394853
577	0.2477817946
578	0.2477339036
579	0.2476896623
580	0.2476517314
581	0.2476104076
582	0.2475910513
583	0.247532947
584	0.2474902344
585	0.2474545297
586	0.2473945434
587	0.2473922436
588	0.2473671163
589	0.2473409301
590	0.2473149378
591	0.2472895568
592	0.247277454
593	0.2472618413
594	0.2472047926
595	0.2471926447
596	0.2471615018
597	0.2471339532
598	0.2471253174
599	0.2471040985
600	0.2470759652
601	0.2470326268
602	0.2470096537
603	0.2469412708
604	0.2469270144
605	0.2468917525
606	0.2468565565
607	0.2468511297
608	0.2468289036
609	0.2468137563
610	0.2467845343
611	0.2467383601
612	0.2467272917
613	0.2466755214
614	0.2466551321
615	0.2466482745
616	0.2465663355
617	0.2464582058
618	0.2464518822
619	0.2463805617
620	0.2463587657
621	0.246313512
622	0.2462894506
623	0.2462583615
624	0.2462365477
625	0.2462121253
626	0.246185529
627	0.2461610643
628	0.2461345556
629	0.2461052072
630	0.2460956599
631	0.2460393979
632	0.2460059854
633	0.2459632521
634	0.2459400237
635	0.2458638949
636	0.2458565836
637	0.2458158739
638	0.2457851334
639	0.2457696824
640	0.2457255202
641	0.2457209017
642	0.245695321
643	0.2456733634
644	0.2456204828
645	0.2455908822
646	0.2455382377
647	0.245515637
648	0.2455074251
649	0.245495544
650	0.2454597713
651	0.2454347467
652	0.2453846319
653	0.2453738407
654	0.2453545105
655	0.2453512901
656	0.2453287104
657	0.2452713511
658	0.2452414622
659	0.2452065924
660	0.2451788108
661	0.2451513038
662	0.2451131103
663	0.2450751489
664	0.2450401497
665	0.245036466
666	0.2450229918
667	0.2449877503
668	0.2449657515
669	0.2449358605
670	0.2449151966
671	0.2448882249
672	0.2448777812
673	0.2448481248
674	0.2448189187
675	0.244793675
676	0.2447646183
677	0.2447365479
678	0.2447119741
679	0.2446831643
680	0.2446376237
681	0.244605553
682	0.24457722
683	0.2445592736
684	0.2445507538
685	0.2445281208
686	0.244478493
687	0.2444026783
688	0.2443778662
689	0.2443320159
690	0.2442739227
691	0.2442495342
692	0.2442216518
693	0.2442062414
694	0.2441869442
695	0.2441663299
696	0.2441369719
697	0.2440943601
698	0.2440726383
699	0.2440529162
700	0.2440268287
701	0.2440007352
702	0.2439914026
703	0.2439762533
704	0.2439417909
705	0.2439144078
706	0.2438722009
707	0.2438449093
708	0.2437990352
709	0.2437717457
710	0.2437626516
711	0.2437501112
712	0.2437333584
713	0.2436928975
714	0.2436633337
715	0.243651575
716	0.2436331087
717	0.2436181212
718	0.2435880843
719	0.2435796912
720	0.2435617704
721	0.2435439965
722	0.2435306878
723	0.2434569467
724	0.2434386066
725	0.2434159781
726	0.2434058685
727	0.2433781231
728	0.2433627187
729	0.2433472979
730	0.2433003744
731	0.2432135347
732	0.2431793787
733	0.2431421695
734	0.2431218851
735	0.2430730235
736	0.2430358751
737	0.2430247114
738	0.2430234854
739	0.242988434
740	0.2429698041
741	0.2429420079
742	0.2429058095
743	0.2428952679
744	0.242825572
745	0.2427721929
746	0.2427341796
747	0.2427323951
748	0.2427144558
749	0.2426823102
750	0.2426556254
751	0.2426386443
752	0.2426039718
753	0.2425960386
754	0.2425385393
755	0.2425253995
756	0.2425179896
757	0.2424803386
758	0.2424625649
759	0.2424456374
760	0.2424266342
761	0.2423640598
762	0.2423141713
763	0.2423076233
764	0.2422750018
765	0.2422726494
766	0.2422442973
767	0.2422153642
768	0.2422044234
769	0.2421744183
770	0.242148781
771	0.2421183347
772	0.2420990404
773	0.2420593123
774	0.2420344708
775	0.2420187142
776	0.2420044812
777	0.2419774255
778	0.2419394974
779	0.2418914122
780	0.2418781815
781	0.2418326517
782	0.2418014367
783	0.2417801843
784	0.2417645344
785	0.2417321164
786	0.2417225708
787	0.2416967929
788	0.2416679429
789	0.2416376163
790	0.2416198941
791	0.2416089226
792	0.241599742
793	0.2415810656
794	0.2415613672
795	0.2415389783
796	0.2415287322
797	0.2415059061
798	0.2414805537
799	0.2414726766
800	0.2414607844
801	0.2414533921
802	0.2413948347
803	0.2413742363
804	0.2413264801
805	0.2413082956
806	0.2412790291
807	0.2412682353
808	0.2412571313
809	0.2412408226
810	0.2412248294
811	0.2411585515
812	0.2411397863
813	0.2411277114
814	0.2410756951
815	0.2410613761
816	0.2410398105
817	0.2410342479
818	0.2410021393
819	0.2409964386
820	0.2409474532
821	0.2409312813
822	0.2409114165
823	0.2408957796
824	0.24089345
825	0.2408810484
826	0.2408606871
827	0.2408537061
828	0.2408289474
829	0.2408119022
830	0.2407838551
831	0.2407742501
832	0.2407529894
833	0.2407200768
834	0.2407052805
835	0.2406984115
836	0.240673721
837	0.2406278129
838	0.2405891109
839	0.2405770534
840	0.2405592384
841	0.240545373
842	0.240528198
843	0.2405070527
844	0.2405011702
845	0.2404732456
846	0.2404670662
847	0.2404323377
848	0.2404288196
849	0.2403937177
850	0.2403685932
851	0.2403475402
852	0.2403260266
853	0.240299869
854	0.2402804847
855	0.2402685603
856	0.2402594652
857	0.2402034294
858	0.2401884728
859	0.2401672196
860	0.240148738
861	0.2401229836
862	0.2401080682
863	0.2401011177
864	0.2400704896
865	0.2400414047
866	0.2400134289
867	0.2399909752
868	0.23998305
869	0.2399558937
870	0.2399309601
871	0.239927379
872	0.2399012258
873	0.2398844116
874	0.2398561661
875	0.2398424973
876	0.2398180142
877	0.2397897561
878	0.2397535351
879	0.2397287552
880	0.239690346
881	0.2396522047
882	0.2396376175
883	0.2396104936
884	0.2395681157
885	0.2395536169
886	0.2395357995
887	0.2395261147
888	0.2395127673
889	0.2394829319
890	0.2394621346
891	0.2394274413
892	0.2393885529
893	0.2393746996
894	0.2393543064
895	0.2393391217
896	0.239321891
897	0.2393068078
898	0.2393040945
899	0.239286354
900	0.2392743523
901	0.2392428702
902	0.239195467
903	0.2391942964
904	0.2391566191
905	0.2391101481
906	0.2390714534
907	0.2390522224
908	0.2390402246
909	0.2390371713
910	0.2390169692
911	0.238999892
912	0.2389805171
913	0.2389694031
914	0.2389632819
915	0.2389469379
916	0.238941648
917	0.2389229214
918	0.23886587
919	0.2388458594
920	0.2388209679
921	0.2388045018
922	0.2387682825
923	0.2387636905
924	0.2387431101
925	0.2387315766
926	0.2387017735
927	0.2386883474
928	0.2386756465
929	0.2386476915
930	0.2386388789
931	0.2386226531
932	0.2386180734
933	0.2385957834
934	0.2385706617
935	0.2385548497
936	0.2385172985
937	0.2384911898
938	0.2384727384
939	0.2384475356
940	0.2384314655
941	0.2383951675
942	0.2383778521
943	0.2383566836
944	0.2383208965
945	0.2382953296
946	0.2382787438
947	0.2382477058
948	0.2382347004
949	0.2382083249
950	0.2382023641
951	0.238163635
952	0.2381345542
953	0.2381074324
954	0.2380800267
955	0.2380474135
956	0.238033613
957	0.2380081962
958	0.2380032017
959	0.2379959435
960	0.2379789209
961	0.2379594711
962	0.2379244211
963	0.2379032821
964	0.237868135
965	0.237863267
966	0.237840952
967	0.237826307
968	0.2378073522
969	0.2377813611
970	0.2377559596
971	0.237739606
972	0.2377157306
973	0.2376991088
974	0.2376710664
975	0.2376589332
976	0.2376359044
977	0.2376344548
978	0.2376193895
979	0.2376047802
980	0.2375944914
981	0.2375809264
982	0.2375741868
983	0.2375684609
984	0.2375547456
985	0.237525094
986	0.2374999658
987	0.2374667703
988	0.2374598109
989	0.23743069
990	0.2374235977
991	0.2373951852
992	0.2373862872
993	0.2373541492
994	0.2373324455
995	0.2373251002
996	0.2373005731
997	0.2372678004
998	0.2372219501
999	0.2372037267
